Simulation,a,b,b/a,Iterations,Initial Particles,Remaining Particles,Max Radius,r_50,mass
object_398,4.325695597823479,1.3518660131726317,0.3125199132950635,11,22298,20026,26.87690165196663,14.279588331543865,944489193.2237995
object_398,1.9765634506541043,1.1204717525581098,0.5668787167886323,11,22298,20016,14.132516847409446,6.829858984335711,944493950.1469297
object_398,4.240080302670421,1.6378426360476588,0.38627632477058005,11,22298,20041,27.193375443785843,14.191628572440406,944462839.5037928
object_398,3.146721612421434,1.014988216599639,0.32255418229342353,11,22298,20033,27.35197751050447,14.193999869527863,944502443.2317334
object_398,0.9383520934804027,0.7144887725736007,0.7614292945449933,11,22298,20029,14.21819341807535,7.013746378893958,944470956.119685
object_398,3.7099820067766722,1.4257085093820754,0.3842898716969163,11,22298,20038,26.116665747483356,13.516298799656248,944472630.9480023
object_398,3.9901326676360314,0.9576091220173972,0.2399943064010291,11,22298,20016,28.20786291821957,14.207321121862117,944467406.8615894
object_398,1.5965417505666455,0.6608881229204865,0.41394979034273527,12,22298,19998,14.677268451773454,6.977827144095718,944471746.0434917
object_398,3.858112991881989,1.6685104653046698,0.4324680144971,11,22298,20046,27.076357874711167,14.291144417096188,944503818.7619123
object_398,3.726853728089243,1.8720938884629106,0.5023255606607165,11,22298,20041,23.628858741138586,12.113468410896322,944466519.9464966
object_398,2.6573979319462326,1.6630717149531404,0.625827127717803,11,22298,20036,17.043839061746066,8.939223045257682,944489413.9346945
object_398,4.288097214995548,1.1056319940633121,0.2578374366599942,11,22298,20021,27.364991588886816,14.195482380898433,944468448.8902382
object_398,2.099369821146987,0.7680612652951362,0.3658532467974162,12,22298,20007,17.17507170687861,7.985235716093513,944480648.7902728
object_398,4.105329912500684,1.8647899644762584,0.4542363230779562,11,22298,20047,27.151186285297282,14.145908006349382,944462726.5755384
object_398,2.477511636730816,0.506108042751829,0.20428079337688218,11,22298,20004,27.811452983531122,14.00073784908596,944503967.776591
object_398,4.18690462154719,1.9014688363975853,0.45414668072733266,11,22298,20046,25.394579266999685,13.36057115354928,944487826.3535569
object_398,4.350025364529485,1.1906008569794353,0.2736997505089755,11,22298,20024,27.837033373456507,14.167381215712114,944509692.0817332
object_398,1.9422862485926489,0.9984416550016726,0.5140548442461188,12,22298,20023,16.32592200382018,8.04613896776855,944492677.8579597
object_398,3.727783286178048,0.8121491354562549,0.21786382767140952,11,22298,20007,27.401484240532753,14.258311296843138,944475821.2718792
object_398,1.7719495774813832,0.7971745187640406,0.44988555481196585,12,22298,20001,14.176547353561649,6.853917253696271,944463698.3076582
object_398,4.276249401651253,1.8986463190761345,0.443998032093961,11,22298,20046,27.411930670027726,14.089011038071346,944490952.3623023
object_398,4.16370450283166,1.3615284381531094,0.3269992952735139,11,22298,20033,26.463457652278528,13.413678342442743,944490316.310123
object_398,3.7556138870278275,1.5672211876003572,0.4173009352781597,11,22298,20041,26.738848434324282,13.787135460901691,944475640.5477365
object_398,2.173238020131489,0.7472926102846185,0.34386137338026346,12,22298,20001,17.830994124875364,8.696259811861518,944473082.1373949
object_398,3.2971423886323845,0.9673095259528464,0.29337814747942226,11,22298,20010,23.775040427060514,11.839702950935836,944508026.8196245
object_398,3.288273322405578,0.9189594412726717,0.27946564995406015,12,22298,20009,22.44190943705327,10.039582239549107,944505190.3783371
object_398,3.2179153900116906,1.41846320415336,0.44080189571056644,11,22298,20047,27.356886415072818,14.140923282130933,944481172.9345937
object_398,1.7589516805114447,1.404420582147782,0.798441820607274,10,22298,20027,13.322589099743688,6.613639694149958,944488328.3848311
object_398,3.885054137985206,0.9707742357305353,0.24987405612679056,11,22298,20013,26.774345352522516,14.354047184315657,944474724.1284423
object_398,3.2501272672600905,1.4236174112963778,0.4380189740989774,11,22298,20043,26.508329783359827,13.630700002713741,944483796.4421458
