x,y,z
0.018041796000302937,0.3380097050896666,0.1308758928056676
0.18642694601012275,0.3099592940621044,0.21585031573500363
0.16832400524715355,0.3263476165745113,0.19048575424960537
0.16583621228573875,0.32479903477977506,0.20238408231237218
0.1819758190432806,0.328809760133718,0.1874021819905095
0.14177400314918326,0.36545491270720637,0.14011956024095382
-0.037860977422751144,-0.11516767525134226,0.026166836445336003
-0.02862326233162965,-0.08297709849551925,-0.008430304338275886
-0.014461709159136183,-0.11247148987258174,-0.009346773429043513
-0.05296336374924448,-0.11536649706342476,-0.027882571366179866
-0.030112718976325375,-0.1458225241076877,0.004159147459774906
-0.06918257333196379,-0.14887559635546144,-0.007016745455183892
-0.04466384869445073,-0.13859993729074596,-0.05513592753977473
-0.04862036880224012,-0.13847051977405203,-0.05674440417924438
-0.043912953036588695,-0.1086275321485232,-0.06528021508020761
-0.03166973097441323,-0.1366303585690701,-0.0673737471057048
-0.03167451395072384,-0.12697813829512394,-0.06260309903496104
-0.03590201183989322,-0.1172498126578636,-0.05882578534257576
-0.024672531985664145,-0.0954844724213703,-0.022720012191305143
-0.022734057395953744,-0.08816329568207133,-0.014221361900398913
-0.012275955943140574,-0.11510287295570333,-0.037781863945594366
-0.02836752315317268,-0.11787507312457242,-0.028033825467981454
-0.031191921684782083,-0.05854801614077604,-0.04595606355592955
-0.039925416401177326,-0.07698188382470181,-0.06016327408660538
-0.07786546692355538,-0.04016923383025186,-0.052575832806356235
-0.08747522709018944,-0.09091106574796391,-0.06994075315610221
-0.06875842229847028,-0.11141244111675928,-0.03653074331641219
-0.11408480976866038,-0.11828682346752638,-0.07443742813455063
-0.10103619309764794,-0.0959357542038884,-0.06369068949787682
-0.08682006673653973,-0.09209025188965854,-0.0503787433296545
-0.09046710438993208,-0.10864131934283032,-0.022849532886747646
-0.08448051005873891,-0.13647887868466552,-0.03891458543595678
-0.08537938119306947,-0.14066703590647894,-0.05305062640364531
-0.07550421298998697,-0.13625144659261898,-0.043544497819719336
-0.09528227048014694,-0.15463580794596607,-0.02356605605305339
-0.08491238153628007,-0.1043223426122355,-0.00573653242125317
-0.06350003582569873,-0.10175728341949936,-0.018309165649793402
-0.09238244575872225,-0.08909864335611889,-0.023136922392291134
-0.0737424239479223,-0.09309818802418299,0.02378614181118225
-0.1396407605427565,-0.08289486345139066,0.011530419029616122
-0.12296854452129789,-0.08759135761165676,0.005731377699700883
-0.14458103932531668,-0.09035388166109602,-0.015688448275424656
-0.15135000852505445,-0.09876975196724026,-0.02065082497943012
-0.12379478913778083,-0.12407936277876934,-0.033888041736812057
-0.12216499986964773,-0.09253418245877666,-0.04605111307908566
-0.12832338262238616,-0.03780447970726013,-0.02918450441997075
-0.14012569024175064,-0.04971890220808688,-0.024354291390092632
-0.1899062367670829,-0.07165229489144655,-0.019129115435953414
-0.1721887563867298,-0.051941329411159816,-0.0032029200359186584
-0.1493018290295936,-0.04484326496726438,0.009369748722380205
-0.15494760383761907,0.0013421316784754077,0.0027151154862588706
-0.150735575710757,0.00627763935029864,0.005481858537539238
-0.10100316068946316,-0.04905445647642869,0.02514241358143504
-0.12486148984665063,-0.045339062931594794,0.03699138234267537
-0.12163245438928169,-0.0399653071142007,0.0295860428708583
-0.11861062207091078,-0.03153003746438794,0.03377507559859945
-0.09970326584194308,-0.0304193444624907,-0.002204270294587276
-0.07457043607768349,-0.029131369915158852,-0.038721990837826625
-0.11785180688900518,0.025872557306440412,0.002390783297706211
-0.12431194847416668,0.03858110672336139,-0.02435416293414113
-0.12582574650932135,-0.008677935860719235,-0.0013400842343204017
-0.12640720498994454,0.060156707114561205,-0.05699601617470429
-0.07257537933670244,-0.24554296750301965,0.12601472725394497
-0.0006524747692160625,-0.275973561741403,0.1183507794060727
0.012762521898585445,-0.19804349734116455,0.129649252295718
0.0025447857462781616,-0.20182911583217888,0.1453856609937971
0.016514494260813462,-0.2627734150956249,0.09575581582402974
-0.02287736927744559,-0.2512636883698302,0.09215181965042603
-0.04664354322584651,-0.24029037105044,0.06808787467922318
-0.028066888884623525,-0.25060001401682486,0.09022083609339478
-0.04229395212217254,-0.20924285218744948,0.0606502732958184
-0.05290343764267211,-0.2069708048690625,0.05503323646008783
-0.010598046746583871,-0.17669030814870185,0.0013158354337140222
-0.004953517733991236,-0.21521409055359994,0.010954881211900651
0.005846560709625248,-0.21547121576626602,0.06696001464358639
0.02085315641668838,-0.2078178018451089,0.08244686045535084
-0.0002512532857079277,-0.20099403968836674,0.09134090757592014
0.029241440457287556,-0.19818770554953807,0.08526247289157801
0.051045361882469165,-0.18132189213761568,0.060089155198453675
0.01680777123773657,-0.1557567240808225,0.06389273964776904
-0.003689720792897047,-0.15917460642470185,0.06668391075325104
0.014934488213021836,-0.14651844405239578,0.04555328567012767
0.002294420401485249,-0.16655740950537531,0.028048435718776302
0.0004914181196385816,-0.1922578953370614,0.0470316369002775
0.0079710552352547,-0.16686033634359398,0.08325650016059553
