Simulation,a,b,c,b/a,c/a,c/b,ellipticity,triaxiality,Iterations,Initial Particles,Remaining Particles,Max Radius,r_50,mass,Age Range,Snapshot,Redshift,Center of Mass,Rotation Matrix
m12_elvis_RomeoJuliet_res3500,1.4678232860519125,1.3537562437460473,0.0638374405239294,0.9222883003766225,0.043491230266305816,0.047155786589232335,0.9565087697336941,0.1496673849177719,4,696267,611558,32.380038369049394,13.30722255719732,2463195373.7608027,"[3.1819340775850465e-05, 0.4999919351391168]",600,0.0,[ 4.35526923e-15 -1.43723885e-15  5.98849519e-16],"[[-0.99413149 -0.10817047 -0.001313  ]
 [ 0.10816547 -0.99412703  0.00341696]
 [ 0.00167491 -0.00325488 -0.9999933 ]]"
m12_elvis_RomeoJuliet_res3500,1.5959662415945233,1.4769450517893574,0.0812733554361648,0.9254237422426603,0.050924232178598546,0.05502801565819935,0.9490757678214015,0.14396423649781653,5,671896,590693,32.46618684030049,13.019636646295261,2265535604.9151263,"[0.5000076986740649, 0.999989937231603]",600,0.0,[-3.17281941e-15  3.78844109e-16  2.04220652e-16],"[[-9.99997672e-01 -2.15730521e-03 -5.34088202e-05]
 [ 2.15732370e-03 -9.99997612e-01 -3.48431120e-04]
 [-5.26570204e-05 -3.48545528e-04  9.99999938e-01]]"
m12_elvis_RomeoJuliet_res3500,1.389091177350204,1.3312498388355678,0.08623322649188926,0.9583603009955237,0.06207888142834917,0.06477614041802753,0.9379211185716508,0.08186100840829824,4,663333,582456,31.102094173575345,12.784947514462093,2196325605.5056,"[1.0000006290333598, 1.4999987492546767]",600,0.0,[-1.25783006e-15 -1.95391078e-16 -2.30500412e-15],"[[ 0.98860707  0.15043391 -0.00506896]
 [-0.15042415  0.98861898  0.00225647]
 [-0.00535072  0.00146827 -0.99998461]]"
m12_elvis_RomeoJuliet_res3500,1.71519248680759,1.5321246624133846,0.11361680035658853,0.8932668923154268,0.066241428428863,0.0741563680448957,0.933758571571137,0.20296485402374737,12,642799,562845,30.65909761236978,12.991536986789631,2118031094.5785444,"[1.500021388425729, 1.9999868892489154]",600,0.0,[-5.62257135e-15 -2.98857396e-15  3.27033570e-15],"[[ 9.99830524e-01 -1.78129383e-02  4.65003104e-03]
 [ 1.78114957e-02  9.99841301e-01  3.51470774e-04]
 [ 4.65555381e-03  2.68587201e-04 -9.99989127e-01]]"
m12_elvis_RomeoJuliet_res3500,1.6926362640319,1.5046000823130368,0.11721718896259446,0.8889092797344679,0.06925125702044238,0.07790587701045137,0.9307487429795576,0.21085148056422603,14,581734,509127,30.545052476201676,12.673025329979014,1929649747.3787148,"[2.0000006799566217, 2.4999914317958467]",600,0.0,[-1.66797414e-15  4.16993536e-15  1.28920501e-15],"[[ 0.99950412 -0.03121311  0.00415449]
 [-0.03113369 -0.9993536  -0.01797432]
 [ 0.00471284  0.01783606 -0.99982982]]"
m12_elvis_RomeoJuliet_res3500,1.484963115603381,1.3455149388200447,0.11393803499585348,0.9060931713939072,0.07672785525690135,0.08467987363690807,0.9232721447430987,0.18005517908063418,5,562562,491850,31.997313665841126,11.434533603524999,1880826601.7999089,"[2.5000203329630097, 2.9999826915982215]",600,0.0,[-1.56866463e-15  1.14084700e-15 -8.30679225e-16],"[[-9.99993759e-01 -3.50712635e-03 -4.25609759e-04]
 [ 3.50690085e-03 -9.99993711e-01  5.29418988e-04]
 [ 4.27463822e-04 -5.27923113e-04 -9.99999769e-01]]"
m12_elvis_RomeoJuliet_res3500,1.3838782713155786,1.259530826675425,0.11681985717888836,0.9101456773926054,0.08441483590015039,0.09274870825292811,0.9155851640998496,0.1728666703968354,16,585489,512941,30.0165822871832,11.114659807893432,1963995552.662154,"[3.0000034633358768, 3.4999799822260673]",600,0.0,[-1.93916926e-15 -1.42023664e-15  4.89913360e-16],"[[ 9.99883389e-01 -1.52710626e-02  5.33309827e-05]
 [-1.52682424e-02 -9.99618332e-01  2.30232597e-02]
 [ 2.98279012e-04  2.30213892e-02  9.99734928e-01]]"
m12_elvis_RomeoJuliet_res3500,1.1433004566216673,1.063236379574715,0.10321893503556381,0.9299710967635462,0.09028154798482711,0.09707995044041895,0.9097184520151729,0.1362644174624186,5,543394,476857,26.277254211013968,9.437564944350617,1863835807.2553148,"[3.500006718073592, 3.9999906557683125]",600,0.0,[-1.97148678e-15  8.63424868e-17  3.66056168e-16],"[[ 9.99734494e-01  2.30421338e-02 -2.51761040e-05]
 [-2.30419978e-02  9.99731340e-01  2.51289494e-03]
 [ 8.30718017e-05 -2.51164765e-03  9.99996842e-01]]"
m12_elvis_RomeoJuliet_res3500,1.0858705592276399,1.0122205844566339,0.10535972923242988,0.9321742594960932,0.09702789005290866,0.1040877165020188,0.9029721099470913,0.13229664498197635,5,545582,480802,24.240004941345,8.48748078917095,1867963641.8896277,"[4.000016688552374, 4.4999864843598285]",600,0.0,[ 1.55076250e-15 -5.74356482e-17  4.04741834e-16],"[[ 9.99354139e-01  3.59347180e-02  2.99785903e-05]
 [-3.59346843e-02  9.99353844e-01 -7.69906753e-04]
 [ 5.76256015e-05 -7.68332229e-04 -9.99999703e-01]]"
m12_elvis_RomeoJuliet_res3500,1.0724212955807735,1.0170273559863865,0.11671382188231227,0.9483468485541513,0.10883206288728675,0.11475976648544993,0.8911679371127132,0.10184454418077467,5,631943,558666,22.417919711781302,7.764429251484645,2128678116.227183,"[4.500000091942005, 4.999992299848501]",600,0.0,[ 1.97187515e-15 -1.97817507e-15  1.61435466e-15],"[[-9.99575907e-01  2.91202233e-02  1.39328641e-04]
 [ 2.91202111e-02  9.99575913e-01 -8.91789573e-05]
 [-1.41866464e-04 -8.50838577e-05 -9.99999986e-01]]"
