Simulation,a,b,c,b/a,c/a,c/b,ellipticity,triaxiality,Iterations,Initial Particles,Remaining Particles,Max Radius,r_50,mass,Center of Mass,Rotation Matrix
object_108,1.972730725104307,1.1434558880397399,0.6849233218095601,0.5796310025937678,0.3471955463021164,0.5989940923595612,0.6528044536978836,0.7550445561020933,30,266033,235352,21.16256840718091,5.496577024519928,12705613715.243013,[ 0.27925726 -1.26192741  2.18523379],"[[-0.04538368 -0.41753613 -0.90752626]
 [ 0.67584885 -0.68182534  0.27989736]
 [-0.73564166 -0.6006478   0.31313505]]"
object_109,2.038076393474869,1.8880327718422645,0.6649647144285151,0.9263797853147282,0.32627075047700593,0.35219977340735986,0.6737292495229941,0.15871625139927822,22,274860,243687,15.420753319220443,7.043233075472727,13033189029.03089,[0.99126504 0.81210028 1.01585281],"[[-0.98697919 -0.11476798 -0.11269601]
 [ 0.00370998  0.68420718 -0.72927826]
 [-0.16080521  0.72020056  0.67487246]]"
object_111,2.6830345824224966,2.53561499669845,1.0429504515983845,0.9450549066009644,0.3887204654129767,0.4113205092083695,0.6112795345870232,0.12589430646485156,30,224495,200305,27.62763921079472,9.548567951943411,10085067271.421638,[0.36241678 1.88159358 1.46400894],"[[-0.22370571  0.07456734 -0.97180012]
 [-0.88854912 -0.42535833  0.17190333]
 [-0.4005449   0.9019479   0.16141183]]"
object_115,1.456741878462591,1.359872597337268,0.5590921166823515,0.9335027827801887,0.38379628192772447,0.4111356591618182,0.6162037180722755,0.1507827983122012,21,274137,242919,25.628617147675605,5.911164303368118,12865343355.46002,[-1.52649752 -0.44089217  0.93286174],"[[ 0.91332001 -0.24291922 -0.32685902]
 [-0.0098543   0.78919723 -0.61406077]
 [-0.4071234  -0.56405495 -0.71839582]]"
object_117,0.5487739710301398,0.5234506605958973,0.3754491495717341,0.9538547530111414,0.6841599080709927,0.7172579534894884,0.3158400919290073,0.16949959643977633,18,229387,202554,8.43751573329337,2.007770007300905,10785140982.038256,[-0.07047929 -0.21197284  0.0201513 ],"[[-0.77247323  0.52599898 -0.35582324]
 [-0.27497826 -0.78210636 -0.55919281]
 [ 0.57242647  0.33411783 -0.74879451]]"
object_119,1.6260201515566692,1.5515274964061632,0.6957856344723315,0.9541871267221439,0.42790714112996797,0.4484520165346698,0.572092858870032,0.10959410297442386,12,268785,238204,20.243949369453823,6.1876609798935185,12489122131.97391,[ 0.48736136 -0.25040788 -0.35345729],"[[-0.64165613  0.51571581 -0.56772759]
 [-0.02446111 -0.75358282 -0.6568977 ]
 [-0.76660228 -0.40761519  0.49615602]]"
object_122,2.173376808907707,1.8311642377413344,0.9872313989299072,0.8425433777687353,0.4542384895631921,0.5391277191758705,0.5457615104368079,0.36554438112517595,30,147857,132200,22.0339726994591,8.887454739458054,6545087546.272983,[1.48943629 0.91319576 1.98134308],"[[-0.61317293 -0.76911805 -0.18021202]
 [ 0.61147504 -0.31769218 -0.72468611]
 [ 0.50011722 -0.55455306  0.66509674]]"
object_124,3.3568930976805227,1.7404353294242185,0.8518137387627791,0.5184661169659496,0.2537506301143006,0.48942567664641773,0.7462493698856993,0.7815140954073001,30,172598,152915,19.454919942985903,7.860896595964141,8000810123.891746,[-0.89847275  1.93176208 -4.16735484],"[[-0.24937381  0.71040459 -0.65813222]
 [ 0.4384369  -0.52314029 -0.73081962]
 [-0.8634731  -0.47079673 -0.1810101 ]]"
object_126,0.9511844407887342,0.9257969970965697,0.45110538899632896,0.9733096520469648,0.47425648449659946,0.48726166795859055,0.5257435155034005,0.06795204076982629,16,242511,215095,9.207682659939271,3.5318666315376217,11511782730.469421,[ 0.08508834 -0.5490707  -0.3583426 ],"[[ 0.45298484 -0.88666459 -0.09290127]
 [ 0.65327334  0.25921425  0.71136623]
 [ 0.60666191  0.38292805 -0.69665446]]"
object_127,2.024447175753609,1.7963468866282335,0.7166842169163943,0.8873271222597032,0.3540147777131333,0.3989676060071114,0.6459852222868667,0.24311994026091038,30,232610,205575,13.056712380551431,6.465604124863782,10912359249.619205,[-0.86573994 -0.73873558  2.43903143],"[[ 0.3226273  -0.10113481  0.94110752]
 [-0.43637046 -0.89820058  0.05307117]
 [-0.83993598  0.42779373  0.33391628]]"
object_129,3.5020268866268527,1.6324434645719248,1.0422345622154112,0.4661424704663795,0.29760895502983703,0.6384506323401014,0.7023910449701629,0.8587737219410333,30,144048,128496,30.263687060210025,11.151532046526288,6548764065.619583,[ 2.03560114 -1.68161458  3.4374737 ],"[[-0.70901272 -0.08354312 -0.70022961]
 [ 0.12263628 -0.99243492 -0.00576892]
 [-0.69445036 -0.08996379  0.7138944 ]]"
object_130,1.4037172472325579,1.2423010319303036,0.49711132146272047,0.8850080273498898,0.3541392131804181,0.4001536734540922,0.6458607868195819,0.24784404946892835,19,205972,183398,11.266946618171588,4.921650688632503,9837133832.696133,[ 0.78129246 -1.11380772  0.99372557],"[[ 0.19572388  0.95077667  0.24024132]
 [-0.76015265  0.30186537 -0.57536532]
 [ 0.61956446  0.07000734 -0.78181766]]"
object_132,1.205051887958209,1.1382695798685947,0.5428768876438415,0.9445813837918899,0.4505008398963384,0.476931736774089,0.5494991601036616,0.1352062549555627,19,188813,167283,10.543078355628294,4.333088293312586,8798442649.188644,[-0.90816891  0.97379535  0.2585136 ],"[[ 0.37135947  0.54187771 -0.75396332]
 [-0.81121188 -0.20568494 -0.54738378]
 [ 0.45169397 -0.81490015 -0.36319458]]"
object_133,0.5747066655554979,0.5577286983312397,0.3407260544777058,0.9704580297361827,0.5928695017803005,0.6109171995222411,0.4071304982196995,0.08976206020408392,20,188304,166454,7.279136309311375,2.2610361172983104,8883076416.095976,[ 0.23154445 -0.13618457  0.17363895],"[[ 0.9655298  -0.25804285 -0.03414817]
 [-0.1089169  -0.28137077 -0.95339792]
 [ 0.23640922  0.92425342 -0.29977709]]"
object_134,1.1249616562482165,1.1196000635195709,0.4597947914032254,0.9952339773548133,0.408720411801995,0.41067771107284157,0.5912795881980051,0.011416480500545367,23,195038,173136,9.414019680062822,3.8756036236350258,9165820643.272593,[ 0.09130499 -0.09854167 -0.11061355],"[[-0.24846145 -0.05807751  0.96689912]
 [-0.90918201  0.35832774 -0.21210682]
 [-0.33414814 -0.93178765 -0.14183366]]"
