Simulation,a,b,c,b/a,c/a,c/b,ellipticity,triaxiality,Iterations,Initial Particles,Remaining Particles,Max Radius,r_50,mass,Center of Mass,Rotation Matrix
object_13,2.1162418839967874,1.3913706435150102,1.1364288958344915,0.6574724061727919,0.5370033097011592,0.816769349799949,0.46299669029884083,0.7977910897269792,30,2325860,2058111,52.83958446541382,5.428373885103542,110245477276.82097,[-1.62243521  1.07126411  0.36914285],"[[ 0.88765936 -0.02456125 -0.4598452 ]
 [-0.32216535  0.68039773 -0.65823129]
 [-0.32904461 -0.73243135 -0.59604863]]"
object_15,0.9695004911060311,0.8982672327055472,0.37416440853415806,0.9265258150419097,0.38593524393917705,0.41654019529042474,0.614064756060823,0.1663230724987569,23,2333982,2054974,23.85476998542688,3.9404635459561317,114327013279.91948,[ 0.25778555 -0.81340128  0.23400449],"[[ 0.05185232 -0.3960636  -0.91675786]
 [-0.99532308  0.05442724 -0.07981001]
 [-0.08150645 -0.91660859  0.39138906]]"
object_20,5.101077404699539,2.5111864442599034,2.006109964323846,0.49228550069567434,0.39327181400455713,0.7988693826017711,0.6067281859954429,0.8962753725085374,30,2208769,1951915,35.69024396814845,10.026908384053542,110948061821.87491,[ 1.60969519 -1.84377689 -3.0501102 ],"[[ 0.62093156  0.03848663  0.78291939]
 [-0.3849037   0.88506022  0.26175858]
 [-0.6828566  -0.46388274  0.56437547]]"
object_25,7.451466687821466,2.607239200067131,1.9570746909348289,0.3498961089537383,0.2626428826600586,0.7506310471568692,0.7373571173399414,0.9425940614085488,30,1988031,1763629,63.158302614100435,12.672099418304738,99628668940.43826,[-4.64563924 -2.90151666  1.14542056],"[[-0.61619754  0.72415423 -0.30967925]
 [-0.69068651 -0.68581147 -0.22937912]
 [ 0.37848744 -0.07254843 -0.9227589 ]]"
object_29,1.347746129992876,1.2764550328126243,0.6376383968339879,0.9471034673417104,0.4731146190249928,0.49953847213009445,0.5268853809750071,0.13269774634872875,18,1446700,1289730,29.51648718789001,7.758501227108594,70533915359.70102,[-0.08337045  0.37372444 -0.31351506],"[[-0.50731872 -0.6384675   0.57878059]
 [ 0.03507752 -0.68637023 -0.72640586]
 [-0.8610443   0.3482171  -0.37060432]]"
object_32,2.018629550830895,0.9697824051105328,0.45351032015175063,0.48041623323673105,0.22466247953473173,0.4676413159919734,0.7753375204652683,0.8100880005818766,30,1058661,932218,26.701706380113876,4.8728574658719115,51787780830.34794,[ 0.72851287 -1.48385368  0.64544139],"[[ 0.51266145  0.2713494   0.8145844 ]
 [-0.67007512  0.71963737  0.18199281]
 [ 0.53682174  0.63913344 -0.55075482]]"
object_33,1.1355603891010895,1.016239785082722,0.33133879550393686,0.8949235944089052,0.29178439005452184,0.32604391243840725,0.7082156099454782,0.2176413366436112,13,1140955,1012939,15.358293403109702,5.165691925399991,56763770532.938484,[-0.30902385  0.14357444  0.28717406],"[[-0.91900662 -0.16248434  0.35920142]
 [-0.09160023 -0.79818102 -0.59541284]
 [ 0.38345303 -0.58009128  0.71865004]]"
object_34,0.9076414715019828,0.8273557580547634,0.38124918528409324,0.9115446837016371,0.4200438138345471,0.46080441402918,0.579956186165453,0.20531064374032423,15,969830,855336,17.115806198877124,4.203934697061045,48329631637.92876,[ 0.00940428 -0.10569836 -0.22365099],"[[-0.03455713  0.10375705 -0.99400215]
 [-0.24347144  0.96375652  0.10906436]
 [ 0.96929225  0.24578008 -0.00804278]]"
object_36,0.8873287892274994,0.7774353948186101,0.35415409949663695,0.8761525651561903,0.3991238690733346,0.45554151747781896,0.6008761309266655,0.2763847325656593,11,851164,751906,27.987706565693276,3.0217093672634823,41833989017.08335,[ 0.02477106  0.37431794 -0.18876813],"[[ 0.23832549  0.11261859 -0.96463362]
 [-0.66693054 -0.70304165 -0.24685238]
 [ 0.70597778 -0.70217483  0.09244397]]"
object_37,0.9331236156119626,0.9000312594296146,0.40421239500044837,0.9645359354016078,0.4331820438767453,0.44910928455597615,0.5668179561232547,0.08576370388688298,13,1013877,900255,30.36695812645268,3.41931504524064,50292012333.04621,[-0.04992234  0.03250747  0.18708292],"[[-0.24677328  0.78495092 -0.5682913 ]
 [ 0.56669706 -0.35881402 -0.74169195]
 [ 0.78610266  0.50507876  0.35628367]]"
object_38,15.913532979535699,2.011272817360712,1.151028043974788,0.1263875733909714,0.07233013847113483,0.5722883708462891,0.9276698615288652,0.9892013354014896,10,728798,645787,133.11705266263291,16.94420860082347,35141874754.59597,[ 6.97042736 -3.96346119  5.73141755],"[[ 0.684084   -0.61585249 -0.39083857]
 [-0.39723163  0.13484834 -0.9077571 ]
 [ 0.61174841  0.77623555 -0.15238849]]"
object_39,1.957998970103186,1.354067368062876,0.5899336865961665,0.6915567315091679,0.30129417614815046,0.43567528507841047,0.6987058238518495,0.5738415818459348,30,1020931,902823,25.08952581510557,5.135637029868489,51306215020.413765,[-0.42859992  1.23098879  1.15561645],"[[ 0.53260754 -0.59918493  0.59775132]
 [-0.55892891 -0.77935379 -0.28320689]
 [-0.63555306  0.18326236  0.74999148]]"
object_40,3.9615664035019997,1.1316813834162336,0.7375551903491381,0.2856651304433101,0.18617766691911158,0.6517339607749512,0.8138223330808885,0.9513720074159929,30,751100,662867,23.49137643958025,7.89847382827079,37034214274.89968,[-2.51866087 -0.59925123 -0.85912369],"[[ 0.95774235  0.25827631 -0.12658175]
 [ 0.22257581 -0.94425117 -0.24258966]
 [ 0.18218013 -0.20416436  0.96183539]]"
object_41,1.020046856966678,0.6738587803045915,0.4139496604928219,0.660615515554306,0.4058143581009479,0.6142973462566031,0.5941856418990521,0.6747003686736754,30,1054350,937226,22.82976419802526,6.2847374076726545,53122993978.5038,[ 0.24215463  0.10786623 -0.05037514],"[[-0.24386542  0.62192056  0.74414009]
 [ 0.08811162 -0.74992389  0.65562985]
 [-0.96579812 -0.22545284 -0.12808208]]"
object_42,0.6491673961319465,0.5625139218254527,0.40067563425437336,0.8665159790482129,0.6172146608745182,0.7122946094455996,0.38278533912548185,0.4024741827571826,30,1151901,1021150,27.604782834769843,3.7445437208775925,55770265291.88084,[ 0.08915771 -0.19798465 -0.07843   ],"[[-0.46828609  0.03555486  0.88286125]
 [ 0.87431464 -0.12565117  0.46881307]
 [-0.12760114 -0.99143716 -0.02775456]]"
object_43,0.940499298262887,0.8751095397316363,0.3047768128763435,0.930473357447447,0.3240585223606969,0.3482727579107494,0.6759414776393031,0.14996806650610303,18,1030141,916177,12.032800314421653,3.8577658301161595,51726008375.9938,[-0.50788071 -0.67816799 -0.26119062],"[[ 0.54746546 -0.23912073 -0.80193693]
 [ 0.45259073 -0.72144747  0.52409463]
 [ 0.70387726  0.64987293  0.28674375]]"
object_44,1.0999106248756485,0.9536795122663323,0.2718271588376586,0.8670518228461985,0.24713567874516196,0.28502988199011026,0.752864321254838,0.26436766772847037,16,1013940,899753,14.784376167462321,4.497773211675456,51110536132.13872,[-0.24507268  0.76529253  0.17612129],"[[ 0.41852068 -0.90639541  0.05733941]
 [ 0.90366611  0.40929158 -0.12596813]
 [ 0.09070839  0.10453595  0.9903758 ]]"
object_45,1.012993768789455,0.9780252610863106,0.38125910886176423,0.9654800367183577,0.3763686614947054,0.38982542070364595,0.6236313385052946,0.07904533701886785,21,826612,731627,14.541409593376477,4.027028189913156,40236925288.8054,[-0.37678295  0.39313803 -0.98010731],"[[-0.15964428  0.81033618 -0.56379871]
 [-0.5839906   0.38294315  0.71575801]
 [ 0.79590746  0.44351982  0.41209403]]"
object_46,0.9994055789751233,0.9028616342985512,0.35897773304220515,0.9033986334401128,0.3591912438695128,0.3975999415692319,0.6408087561304872,0.21110767262364796,14,997605,881847,14.08868358091551,4.710777142054716,50220040072.32807,[ 0.37265649 -0.050982    0.38731329],"[[ 0.50069659  0.40735293 -0.76378434]
 [ 0.05595596 -0.89573809 -0.44104672]
 [ 0.8638124  -0.17809231  0.47128683]]"
object_47,1.2887944646726237,1.179332242313192,0.49252197177432927,0.9150661914215802,0.38215711292602306,0.41762783556928446,0.6178428870739769,0.19047102725124807,16,855282,756577,26.696365665542707,5.882136065297846,41891393400.511444,[-0.45614321 -0.35226651  0.48909823],"[[-0.8580283   0.48044287 -0.18155464]
 [-0.01488098 -0.37659941 -0.92625668]
 [ 0.51338679  0.79205273 -0.33028242]]"
