Simulation,a,b,c,b/a,c/a,c/b,ellipticity,triaxiality,Iterations,Initial Particles,Remaining Particles,Max Radius,r_50,mass,Center of Mass,Rotation Matrix
object_525,2.440952455606778,1.3846250294068114,0.68513188481738,0.5672478487757427,0.28068219159437424,0.494814025650611,0.7193178084056258,0.7362320762130153,30,3154,2811,14.098395191009852,7.253202622812528,128315048.13978598,[ 1.13681264  0.28636832 -1.6683928 ],"[[ 0.0847125   0.71096009 -0.69811142]
 [-0.88073777  0.38107558  0.28121589]
 [-0.46596649 -0.59103059 -0.65845127]]"
object_554,12.368646185924739,2.9110348103705763,1.5203824715105334,0.2353559772518413,0.12292230278530378,0.5222824770401794,0.8770776972146962,0.9590994536341927,30,1920,1643,17.43653147696354,1.2923507693334115,73085663.42380172,[-21.07442542  68.22872681 -23.21470056],"[[ 0.1746879  -0.17512829  0.96892426]
 [-0.95973252 -0.25015264  0.12781686]
 [ 0.21999461 -0.95223618 -0.21177496]]"
object_573,2.03141963265601,0.8928875174986584,0.6688149581867713,0.43953868671203067,0.3292352537286051,0.7490472708817729,0.6707647462713948,0.9048923168007571,30,2847,2535,13.996724947363987,5.484630834477989,116321568.48421478,[ 0.0522401  -1.17700911  0.13739773],"[[-0.11369841  0.06154113 -0.99160746]
 [-0.98417295 -0.14352853  0.1039383 ]
 [ 0.13592748 -0.98773086 -0.07688608]]"
object_619,2.3347909079652625,1.3288133235971251,0.9814853814706818,0.5691358995205131,0.42037399499984884,0.7386179563686045,0.5796260050001512,0.8212025598439533,22,2282,2042,13.50351614507336,7.079411541385681,94893356.20148289,[-0.56895799 -0.59433202 -1.12614777],"[[ 0.08433623 -0.63717878 -0.76608786]
 [ 0.36022506 -0.69733272  0.61964908]
 [-0.92904537 -0.32822291  0.17071735]]"
object_638,1.722606986758759,0.7808418105080995,0.6756103844614335,0.45329074856321355,0.39220227809052116,0.865233361443349,0.6077977219094788,0.938960934860752,30,2702,2419,11.505325341880928,5.55253297816538,108833861.58586141,[0.72465901 1.21462243 0.59385686],"[[ 0.87140502 -0.43898227 -0.21897   ]
 [ 0.38214495  0.32755411  0.86410274]
 [ 0.30760126  0.83666174 -0.45318715]]"
object_648,1.5069585054619317,0.7592388017295836,0.509913133301688,0.5038219692033605,0.33837237817333465,0.671611003204895,0.6616276218266653,0.8426425072001287,8,1790,1607,11.494186122122775,4.618142726568983,75145885.92185214,[-0.12387841 -0.20146383 -0.9960894 ],"[[ 0.40234692  0.8360987   0.37290203]
 [ 0.58332951 -0.54806839  0.59945619]
 [ 0.70558036 -0.02366459 -0.70823467]]"
object_652,9.462895197547695,1.3529729283703231,0.8621663347487297,0.14297663665565538,0.09111020641675918,0.637238422639559,0.9088897935832408,0.9877571221010101,19,2005,1793,19.952343988662406,18.02061157375527,80997153.89302537,[-1.96431664  8.46117518  9.88902508],"[[ 0.00368679 -0.03215373  0.99947614]
 [-0.80668928  0.59056713  0.02197454]
 [-0.59096431 -0.80634769 -0.02376077]]"
object_665,1.874068982876789,1.2695652287587973,0.6440541728897408,0.6774378319894883,0.3436662037387149,0.5073029398571404,0.6563337962612851,0.613541157744695,30,2110,1878,9.483377624607545,5.022408730363095,88009563.62319714,[-1.32515156 -4.53958264  0.01954396],"[[ 0.07520535 -0.39941016  0.91368248]
 [ 0.9863894  -0.10456053 -0.1268978 ]
 [ 0.1462194   0.91079011  0.38611044]]"
object_668,2.005246572238802,1.6382072881533853,0.7921247715405793,0.816960522876931,0.39502611923489983,0.4835314659315645,0.6049738807651002,0.3940681129275167,21,2798,2505,11.471856969192256,5.370568189271956,113675548.91736452,[ 0.73415975 -3.37716297  2.76169685],"[[-0.3384619   0.60844674 -0.71779949]
 [-0.92971601 -0.09855586  0.35484486]
 [ 0.14516085  0.78745115  0.59904008]]"
object_678,2.05015578706655,1.4710736098599613,0.8308575925200481,0.7175423541665757,0.40526558896720455,0.5647967490893548,0.5947344110327955,0.5804693747946535,28,3185,2847,12.84644744383498,5.581080063702049,129507545.92692167,[-2.22178967  0.54006121 -0.33594295],"[[-0.36086314 -0.77982363  0.51152018]
 [-0.63672947  0.60676352  0.47582939]
 [-0.68143479 -0.15399069 -0.71549528]]"
