Simulation,a,b,c,b/a,c/a,c/b,ellipticity,triaxiality,Iterations,Initial Particles,Remaining Particles,Max Radius,r_50,mass,Center of Mass,Rotation Matrix
object_806,28.985251513511994,13.909638203155966,8.96649873597289,0.4798867519459591,0.30934693569220867,0.6446248712593025,0.6906530643077913,0.8511610060178862,30,7223,6435,58.7461461303513,58.7461461303513,293974429.4380321,[ 7.54375144 12.71010544 11.00929083],"[[ 0.27232965 -0.88698872 -0.37294446]
 [ 0.67448148 -0.10045222  0.73142606]
 [ 0.68622976  0.45073314 -0.57090135]]"
object_874,1.4829954516433221,0.9256037381696688,0.615976335923165,0.6241446911681341,0.4153595584130723,0.6654860071559616,0.5846404415869277,0.7377169633089463,11,1731,1555,7.7855002835535645,3.988598450143994,72087800.12767883,[-0.2048509  -1.7908229  -3.23902877],"[[ 0.30175052 -0.87205315 -0.38531795]
 [ 0.34221158  0.47629489 -0.80995951]
 [ 0.88985272  0.11254544  0.44214892]]"
object_939,1.3550659101642992,0.8494564535300769,0.7237076938073398,0.6268746392026657,0.5340756404384726,0.8519656196616502,0.46592435956152745,0.8492717280147072,30,1302,1147,6.518951020941731,3.5615944682192335,52164568.81541976,[-0.52980667  0.98214969 -1.51002322],"[[ 0.08401471  0.7770688   0.62378331]
 [ 0.27207683 -0.62009879  0.73583401]
 [-0.95860092 -0.1078961   0.26351984]]"
object_989,2.239873559704357,1.6000897098822973,1.2833338242272985,0.714366086848891,0.5729492268289854,0.8020386708953341,0.4270507731710146,0.7289858859878594,30,2652,2367,11.503673916000109,5.6659426434598,107311256.1111378,[0.8702819  0.44040868 0.76115579],"[[-0.12197555  0.44231174  0.88852816]
 [-0.96195464 -0.27318088  0.00393478]
 [-0.24446931  0.85424384 -0.45880522]]"
object_1073,2.0482421089837377,1.3263197683756973,0.7668840374021343,0.6475405239245707,0.37441083455833934,0.5782044840825327,0.6255891654416607,0.6753664900173625,23,1950,1738,11.886480826102575,5.933055856932983,78306291.46434304,[-0.54125803 -0.38152146 -1.61387407],"[[-0.77878333 -0.6257649   0.04375853]
 [-0.11571938  0.07475497 -0.9904649 ]
 [ 0.61652701 -0.77642126 -0.13063105]]"
object_1090,1.507314358286383,1.0010259255075085,0.7292137567031353,0.6641122470600906,0.4837834607587463,0.7284664044374599,0.5162165392412537,0.7297504055536707,16,2915,2609,9.843632587657243,4.796951540944628,116625773.9332097,[-0.60818766  0.13751101  0.46798476],"[[-0.82949854 -0.55281336  0.07955855]
 [-0.48996131  0.78864628  0.3714498 ]
 [-0.26808597  0.26913645 -0.9250381 ]]"
object_1093,2.4752874217522343,1.6029551556036366,1.1928511451293116,0.6475834448627056,0.48190409511510496,0.7441575274013894,0.518095904884895,0.7562640626212676,23,2101,1881,11.955113264259507,6.144654885960916,85018752.43649444,[ 0.68449029  0.21459688 -0.6156735 ],"[[ 0.07914047  0.82667607  0.55708479]
 [-0.93938239  0.24886705 -0.23585146]
 [-0.33361281 -0.50465025  0.7962604 ]]"
object_1094,1.9895013850239847,1.56711696702819,1.194785498539894,0.7876933279990138,0.6005451956624248,0.7624099053726867,0.3994548043375752,0.5936371493065132,30,1242,1099,7.873215165248046,4.617075897326442,48400907.624928385,[-2.44334091 -0.92295573 -0.77747313],"[[-0.93042244 -0.36493805 -0.03367946]
 [ 0.02403882 -0.15246996  0.98801571]
 [-0.36569963  0.91846237  0.15063415]]"
object_1114,1.2579911329190172,0.8271374128010659,0.6052475639129734,0.6575065524363379,0.4811222814492891,0.7317376224868467,0.518877718550711,0.7386719097482815,23,1614,1438,10.686128023508065,5.285619677597928,65475333.37194463,[2.03900757 0.05094943 0.2221201 ],"[[ 0.72631251  0.58062819  0.36788727]
 [-0.65438721  0.74788215  0.11157809]
 [-0.21035094 -0.32178129  0.92315182]]"
object_1133,1.6872617022292717,1.0814915384907446,0.6980913204616306,0.6409743888940516,0.41374217143629044,0.6454893964642932,0.5862578285637096,0.7108342823286806,20,3246,2904,11.793705466067621,5.752875661160592,131716788.07789634,[-0.4747694  -0.8847161   1.24618773],"[[ 0.02610698 -0.82727288  0.56119338]
 [-0.99617461 -0.06836177 -0.05443174]
 [ 0.08339408 -0.55762554 -0.82589296]]"
object_1151,1.6435827270403962,0.9867870677097104,0.7569183653045968,0.6003878304845783,0.4605295205721599,0.7670533898071559,0.5394704794278401,0.8116820125989588,30,1961,1742,11.666462575748865,5.01004316802206,80384792.14750007,[-1.51242022 -0.1009557  -0.74985388],"[[-0.14548464 -0.32277422  0.93522779]
 [ 0.69924879 -0.70228303 -0.13360264]
 [ 0.6999181   0.63451977  0.32787088]]"
object_1176,1.6650362767139282,1.3440279736376068,0.6764032532709711,0.807206420925642,0.40623934909448506,0.5032657552805899,0.5937606509055149,0.4172820156192083,29,1668,1490,10.814697406071971,5.556621219296914,66367399.1296244,[ 0.83620639 -1.16378414 -0.53329813],"[[ 0.03682991  0.61440106  0.78813381]
 [ 0.74093013 -0.54600669  0.39102332]
 [ 0.67057147  0.56955073 -0.47533763]]"
object_1198,2.9023083456537773,2.2988619891147195,1.5491638258883305,0.7920805494554973,0.5337695521594774,0.673882918254221,0.4662304478405226,0.5210649977029018,30,2017,1730,10.821780171575618,5.368837405567419,77703679.49127974,[0.58520306 1.24292228 0.62513236],"[[ 0.5580094  -0.6262033   0.54451348]
 [ 0.61772128  0.75160302  0.23132947]
 [ 0.55411725 -0.20727355 -0.80622066]]"
object_1204,0.8760939376888416,0.8190503055296517,0.6905705828882709,0.9348886806480222,0.7882380566517946,0.8431357368723555,0.21176194334820542,0.33268960584325613,30,1095,971,4.777819073006363,2.6414370660006927,42502380.15279405,[-0.54208943 -0.05266122  0.63092967],"[[ 0.61556916  0.61605162 -0.49148246]
 [ 0.4357159  -0.78570116 -0.43911882]
 [-0.6566782   0.05616128 -0.75207689]]"
object_1223,1.8679555543360478,1.4298465769740951,0.7739018650877748,0.7654607057726941,0.4143042179410168,0.5412481853301634,0.5856957820589832,0.4998719148643918,15,2020,1803,15.871869454632975,5.053045357854472,81836298.94465664,[-0.80319693  1.23396483 -3.08025247],"[[ 0.0453178   0.02715214  0.99860355]
 [-0.01196604 -0.99954408  0.02772074]
 [-0.99890095  0.01320558  0.04497224]]"
object_1241,1.7249620688583454,1.1515841063968664,1.1102791037535835,0.6675996691098458,0.6436542135030333,0.9641320139676814,0.3563457864969667,0.9463922219924518,16,1347,1206,8.690626092676975,4.714929995870846,54545512.10677816,[-0.09898066  1.1115222  -0.33518144],"[[ 0.71097534 -0.66882993 -0.21721094]
 [-0.44518098 -0.66718859  0.59722129]
 [ 0.54436014  0.32791143  0.772105  ]]"
object_1244,1.8959160026262971,1.4250733592735192,1.0059949744907521,0.7516542701783474,0.5306115740872531,0.7059250444507594,0.4693884259127469,0.6054910379317799,30,2464,2197,9.887156528908202,4.920660030785335,98033545.8444227,[-1.67765035  2.18325863 -0.16935602],"[[ 0.74532707  0.5692977   0.34696929]
 [-0.58926888  0.8059538  -0.05657442]
 [ 0.3118489   0.16229175 -0.9361686 ]]"
object_1278,22.309641373836975,12.07863120245182,10.144352895210497,0.5414085775765408,0.4547071252838251,0.8398594778811785,0.5452928747161749,0.8911243477713426,21,11071,9929,73.7466676253694,53.727987454118754,467754649.8412157,[-8.92103131 11.88553839 -8.78663683],"[[ 0.52255209  0.85247879  0.01480636]
 [-0.71966755  0.4316965   0.54379845]
 [ 0.45718479 -0.29481868  0.83908523]]"
object_1291,1.6573741688442345,1.629732591900535,0.9805632278256398,0.9833220660347475,0.5916366058181255,0.601671239011145,0.4083633941818745,0.050891443557737816,16,1297,1155,10.42808395673749,4.166263275899312,51342977.77011626,[-0.20748316 -0.31671502 -1.30384194],"[[ 0.74832493  0.05632013  0.6609371 ]
 [ 0.62448234 -0.39580033 -0.67332304]
 [ 0.22367748  0.91660795 -0.33135818]]"
