Simulation,a,b,c,b/a,c/a,c/b,ellipticity,triaxiality,Iterations,Initial Particles,Remaining Particles,Max Radius,r_50,mass,Center of Mass,Rotation Matrix
object_178,2.172273225357045,2.0045775899954936,1.1220067286412596,0.92280177585212,0.5165127091491178,0.5597222747779905,0.48348729085088216,0.20244670274514712,16,214837,190907,19.447624179615875,6.6963361166885,9929141310.158646,[-0.837214    0.478459    1.72445958],"[[-0.63017949 -0.13658069  0.76434254]
 [ 0.13622331  0.94969042  0.28201297]
 [ 0.76440632 -0.28184007  0.57986995]]"
object_180,0.9152752516530136,0.8563978181051063,0.5863223199053872,0.9356724292046869,0.640596715410443,0.6846378020937781,0.35940328458955695,0.21117628041983438,22,169472,149678,10.427580540340573,3.6380700982252288,8050646647.847694,[0.14847073 0.50789286 0.0339171 ],"[[ 0.70143049 -0.67107304  0.24011712]
 [-0.52653266 -0.71494889 -0.46001243]
 [-0.48037341 -0.19623724  0.85482883]]"
object_181,0.9036212543146547,0.8696947987245213,0.6252788613472571,0.9624550048727387,0.6919700686118716,0.7189635516554541,0.3080299313881284,0.14137289948092127,14,242439,215340,12.775722509170478,4.480861671532175,11401911268.365574,[ 0.50648927  0.11962528 -0.5059809 ],"[[-0.67911732  0.63916146  0.36093254]
 [ 0.22566224 -0.28610343  0.93124722]
 [-0.69848137 -0.71387496 -0.05006319]]"
object_183,2.1653135744687906,1.4319405899791164,0.7731321213617336,0.6613086468690382,0.35705319103788635,0.5399191326596929,0.6429468089621136,0.6448853615613303,30,256495,229166,19.903768282411658,9.211477208964382,12083784697.950651,[0.69736113 0.26091805 0.14319618],"[[ 0.66684673 -0.52762848 -0.52623534]
 [ 0.46679771 -0.2546935   0.84689498]
 [-0.58087463 -0.8103946   0.07645424]]"
object_190,2.2096790000380286,1.8358774148454355,0.7225812795569733,0.8308344401217733,0.32700735244555323,0.3935890673930471,0.6729926475544468,0.34679863158393437,30,285932,254163,18.017553212329823,8.417240888049133,13314191409.274538,[-0.39663238  0.60020944 -0.431486  ],"[[ 0.90145719 -0.40647678 -0.14883398]
 [ 0.03003669  0.40174158 -0.91526034]
 [ 0.43182488  0.82059754  0.37436206]]"
object_206,0.9927927429716091,0.9624232982306252,0.41859704544703846,0.9694100858855166,0.42163588363277255,0.4349406817318445,0.5783641163672275,0.07326974807955465,18,106464,94901,7.354494136082926,3.412876594760694,4907205590.739139,[ 0.47163486 -0.10463504 -0.15488376],"[[ 0.93508788  0.03855242 -0.35231288]
 [-0.28397944  0.6762668  -0.67971972]
 [-0.21205267 -0.73564729 -0.64331698]]"
object_227,0.5883467342449202,0.5753227872320676,0.38331091766801384,0.9778634838016609,0.6515051335501202,0.6662536686790366,0.3484948664498798,0.07607277745642213,18,153852,136751,6.405486391359567,2.059764721041753,6979263391.215061,[ 0.09492385  0.16836672 -0.14670452],"[[-0.85794475  0.39565396  0.32770224]
 [ 0.1964258   0.84203686 -0.50238515]
 [-0.47470804 -0.36664953 -0.80013774]]"
object_231,1.9773229230897966,1.7027542148035173,0.6834183446199096,0.861141189898697,0.3456280896961378,0.40136053617037737,0.6543719103038622,0.2934965951956836,26,175547,156125,13.756806489097274,6.261977907289592,8216628504.4826145,[ 1.75237676  2.26291359 -0.01250094],"[[ 0.62430171 -0.10929163 -0.7735003 ]
 [ 0.51974113 -0.68109947  0.51572539]
 [-0.58319511 -0.72398816 -0.36840821]]"
object_237,1.2806987282876472,1.2457996704620617,0.6302455413248061,0.9727499863513981,0.4921106950480643,0.5058963782604395,0.5078893049519357,0.07093632125306656,10,240078,213046,10.439568607044125,4.320249762038166,11501615229.712378,[-0.44689747  0.23670203  0.2744341 ],"[[-0.33643534  0.37133138 -0.86540411]
 [-0.64264823 -0.76225833 -0.07723658]
 [-0.68834186  0.5301653   0.4950861 ]]"
object_242,0.9862104919847042,0.8817067399362536,0.8611748496439516,0.8940350433322388,0.8732160696352723,0.9767134701796808,0.12678393036472768,0.845080711201189,15,184463,163524,10.840773353971842,4.025252214091889,8580732387.349311,[ 0.25727887 -0.04320872  0.35079996],"[[-0.85118233 -0.47147632 -0.23064849]
 [ 0.51480474 -0.83557778 -0.19179642]
 [-0.10229728 -0.28199265  0.95394728]]"
