Simulation,a,b,c,b/a,c/a,c/b,ellipticity,triaxiality,Iterations,Initial Particles,Remaining Particles,Max Radius,r_50,mass,Center of Mass,Rotation Matrix
object_525,4.064586389737384,2.830940010965719,1.2243397779520937,0.6964890740453983,0.3012212462855782,0.43248524278493433,0.6987787537144218,0.566284349352594,13,3154,2833,14.109670686048016,6.6743508336715545,129312261.45734364,[ 1.13681264  0.28636832 -1.6683928 ],"[[-0.06849347 -0.903239   -0.42363659]
 [ 0.73914007 -0.33114312  0.58652893]
 [-0.67006014 -0.27295338  0.69030128]]"
object_554,13.723004195605295,4.727510498145136,2.489364346268398,0.3444953037075578,0.18140082964236076,0.5265698187756777,0.8185991703576392,0.9113108173258718,30,1920,1651,17.35265129631761,2.5899781087199663,73446534.53136103,[-21.07442542  68.22872681 -23.21470056],"[[ 0.18196133  0.98330429  0.00165576]
 [-0.61174507  0.11188532  0.78310258]
 [-0.76984287  0.1435073  -0.62189036]]"
object_573,3.3307612521426586,1.6481860876062855,1.2960790315786497,0.49483765506939814,0.3891239670045068,0.7863669286645828,0.6108760329954932,0.889878899271051,30,2847,2553,13.376190309337938,5.175042060161872,117142272.59764272,[ 0.0522401  -1.17700911  0.13739773],"[[-0.02329144 -0.85656556 -0.51551231]
 [-0.31409301  0.4958114  -0.80963982]
 [-0.94910647 -0.14306114  0.28058941]]"
object_619,3.7622889333046126,2.2605399514190943,1.7789637759841257,0.6008416662017357,0.47284081778949655,0.7869640945152725,0.5271591822105035,0.822992719710748,8,2282,2052,13.465009221647462,6.7250362248579885,95353782.54724827,[-0.56895799 -0.59433202 -1.12614777],"[[ 0.0624365  -0.30722975  0.94958494]
 [-0.77555305  0.58391646  0.23991464]
 [ 0.62818719  0.75143293  0.20181527]]"
object_638,3.214902011077472,1.6029641833283967,1.099624596724196,0.49860436735089303,0.3420398484729112,0.6859944895592952,0.6579601515270888,0.8509470507715862,28,2702,2431,12.269867068454747,5.531912249912974,109343231.28335038,[0.72465901 1.21462243 0.59385686],"[[-0.82427217 -0.4090199  -0.39150748]
 [ 0.26915069 -0.89140969  0.36461852]
 [-0.4981298   0.19517039  0.84485219]]"
object_648,2.8790999718757853,1.6234598225819403,1.0484371785278552,0.5638775445245228,0.3641544888226926,0.6458042040488734,0.6358455111773074,0.7863140326806926,6,1790,1609,10.56330243342043,4.576429644462084,75243769.41642371,[-0.12387841 -0.20146383 -0.9960894 ],"[[-0.39341891  0.61523818  0.68315705]
 [-0.78930723 -0.60704495  0.09214402]
 [-0.47139755  0.5029696  -0.7244349 ]]"
object_652,13.14135868886632,2.3977270655466714,1.523980543314844,0.18245655737089683,0.11596826320599539,0.6355938360179385,0.8840317367940046,0.9798877605137272,30,2005,1802,19.936460330605726,17.256202956465003,81370255.32451934,[-1.96431664  8.46117518  9.88902508],"[[ 0.00608929 -0.71877546  0.69521563]
 [-0.14177095 -0.68882662 -0.71092819]
 [ 0.98988076 -0.09423233 -0.10609594]]"
object_665,3.1033658338389998,2.0934504422478675,1.0200144968700269,0.674574173441285,0.3286800691519582,0.4872408136754239,0.6713199308480418,0.6109510899226787,24,2110,1896,9.833330544601822,4.81790761533285,88830794.4889964,[-1.32515156 -4.53958264  0.01954396],"[[ 0.17037838  0.97027892 -0.17184302]
 [ 0.63118983  0.02645392  0.77517713]
 [-0.75668395  0.24053899  0.60792301]]"
object_668,3.0456907711130463,2.6210950082418822,1.2707393069618116,0.8605913092365592,0.41722532011922553,0.48481237916445036,0.5827746798807745,0.3140517800544267,30,2798,2514,10.737555550247295,4.996459992519707,114094134.00569542,[ 0.73415975 -3.37716297  2.76169685],"[[ 0.3636962  -0.93080576 -0.03641028]
 [ 0.53165006  0.17531995  0.82862001]
 [-0.76490083 -0.32072348  0.55862614]]"
object_678,3.338587502212536,2.3350950602216924,1.492345893841741,0.6994260472952071,0.44699918538985106,0.6390942789712633,0.5530008146101489,0.6383510180431591,30,3185,2860,12.783476711500889,5.920065707492765,130033323.87082198,[-2.22178967  0.54006121 -0.33594295],"[[-0.31075969  0.02680249  0.95011054]
 [-0.85179618  0.43568792 -0.29089397]
 [-0.42174836 -0.89969865 -0.11256399]]"
object_688,2.187412273332717,2.0315991199001053,1.1130120109128991,0.9287682732093221,0.5088258964630963,0.5478502131698239,0.4911741035369037,0.18538685445378672,28,1917,1724,9.07890111052248,3.96820803609963,80355516.02794698,[ 1.20471126  0.6492981  -0.75342151],"[[-0.89640146  0.06001371 -0.43916144]
 [-0.26040435 -0.8730785   0.4122178 ]
 [-0.35868369  0.48387219  0.79825667]]"
object_691,2.7130061695599292,2.0664563736355226,1.2261497455881365,0.7616850992899578,0.451952435400111,0.5933586410203123,0.548047564599889,0.527604920153921,6,1950,1754,9.544999948864435,4.416477296856976,80985925.54049948,[-0.64334436  1.12748974  2.67596688],"[[ 0.37719958  0.27801079  0.88341976]
 [-0.40310707  0.90806843 -0.1136504 ]
 [-0.83380164 -0.31324387  0.45459114]]"
object_699,2.737070945756408,1.4290191049236687,1.314823113464591,0.5220979409171835,0.4803759710734245,0.9200878483250386,0.5196240289265754,0.9456278343581271,30,2214,1988,9.29825865467655,4.771629537020527,91490949.36100939,[0.01351454 0.30746912 1.28563882],"[[ 0.43539688 -0.64360969  0.62944112]
 [-0.76681753 -0.63143753 -0.11522818]
 [ 0.47161471 -0.43249649 -0.76845712]]"
object_700,3.968187338505156,2.727906125920832,1.4111469218469779,0.6874438863938449,0.35561499532896723,0.5173003969741192,0.6443850046710328,0.6037755862886814,30,3026,2720,12.349538878926259,6.732496613421837,125495656.78315747,[-1.23977221 -2.20952235 -0.71286922],"[[ 0.75208761  0.61623771 -0.23369918]
 [-0.64406633  0.6120024  -0.4589462 ]
 [-0.1397955   0.49568553  0.85717739]]"
