Simulation,a,b,c,b/a,c/a,c/b,ellipticity,triaxiality,Iterations,Initial Particles,Remaining Particles,Max Radius,r_50,mass,Age Range,Snapshot,Redshift,Center of Mass,Rotation Matrix
m12f_res7100,4.587398597648205,2.827429029081807,0.22065080614632612,0.6163469271083897,0.0480993315600362,0.07803937919459691,0.9519006684399638,0.6215544600903417,30,620238,546499,32.2568355343318,15.79796622603491,4447485087.1680765,"[8.807715075720424e-06, 0.4999818643977345]",534,0.0998249,[ 2.77511919 -1.7983289   0.10390853],"[[-0.8431499   0.00597046  0.53764543]
 [ 0.53766429  0.01665245  0.84299455]
 [-0.00392005  0.99984351 -0.01725061]]"
