x,y,z
0.33194854542799285,-0.12431185736580645,0.27119084683388467
-0.06462002986818445,0.4965091441630852,-0.06383146453539143
0.20917891309640774,0.3826085989737333,0.07487054131336625
0.14174096935639424,0.3332560202221718,-0.038787363470029146
0.16659727773984528,0.3953168877551405,-0.08495931989165212
0.019979402409769753,0.36582033349166154,-0.17962985914050633
-0.08180333238687451,0.259328998358376,-0.046066093884540985
-0.08928893739249315,0.17100585956631034,0.015363405198417196
-0.08714137015839883,0.14521224436697952,-0.1087133168293774
-0.2550175031152795,0.13626248585875256,-0.08923196018686316
-0.21882146364567126,0.15757175666638587,-0.09397719736233265
-0.0863467727786017,0.377642124793939,0.008877832571280272
-0.27882048972378143,0.23260559369209863,0.053921397480916525
-0.1599116528784151,0.14871919369617087,0.015048834685487018
-0.2545621428990546,0.04348595288775866,0.05728873458695985
-0.2067261957998084,0.06994782228463638,0.06852311513838771
-0.038788603688768256,0.14979086410511447,0.14530618377173896
0.06551904944391747,0.2688065037688428,0.16078926008335706
0.13590847683736296,0.25069673094861766,0.2390433054319678
0.1928443420169989,0.3104403080742084,0.14106528334335672
0.1982293156192646,0.3302736909010354,0.07621257064373657
0.2022047013153339,0.3173552442568152,0.1384177723602209
0.22102701006543232,0.3067569907479863,0.11340280075456657
0.02653197846721342,0.2713488790245874,0.0016890375212663192
-0.3882744394299211,0.3838040085718737,0.11724130122131747
-0.4069846526969953,0.33915159051899785,-0.07027006066013708
-0.4009133798530391,0.11763668525007258,-0.12259042625170163
-0.48623381096471335,-0.0414866225823807,-0.10099735646810723
-0.46585983622313715,0.05067260011526191,-0.21819812866353785
-0.4688198465744979,0.11096585607168621,-0.21095472046395852
-0.37446943837854907,0.029669460380324267,-0.20686464046074238
-0.3682488935674864,0.1889736282119207,-0.1745769896365269
0.2563468128786014,-0.340324817216732,-0.28911572690354465
0.1590072566797825,-0.3766786166718938,-0.20789456634980596
0.05257072401970239,-0.47135687828602596,-0.24740008278504785
0.09810845767177212,-0.40222286224101284,-0.27639765521968535
-0.20738412189058508,-0.014883873273198775,-0.20381362911972908
-0.20222187250319804,-0.013707666138289942,-0.19904548073186462
-0.28274514369573195,-0.08421856809855632,-0.09555139741767604
-0.22675446162311041,-0.0318006678385469,-0.10627005347869874
-0.2276084955541251,-0.15094901837187372,-0.11319360445015339
-0.2334908563544423,-0.23574812604250223,-0.11273326926610261
-0.2298727285551948,-0.23953288357814553,-0.11607882771708614
-0.19192573678688027,-0.20407207396311372,-0.17356484108257636
0.0639408549846388,-0.38365151904584904,-0.20680933757092626
-0.07485847735104272,-0.31762665587005223,-0.08950970176486757
0.08054042337747293,-0.21152277488803603,-0.07594677049209916
0.11395662475367639,-0.09620001853674488,-0.08592027795126721
0.04673301870981809,-0.18464376508599165,-0.13079807547983946
0.16202295922580118,-0.17500048498603302,-0.11431707805493037
0.15669289090906244,-0.3090377537695614,-0.09553152926561329
0.10501536390243821,-0.335314424045705,-0.10249351398186965
0.19633967264627644,-0.29520543334704724,0.04536357539873776
0.23799772282992804,-0.2600351173881707,-0.09466749534318919
0.29755412267853293,-0.16529752858564523,-0.06985354724088651
0.20892800495178654,-0.08336976426499915,-0.1383362535393246
0.2395828412764882,-0.07238621320183394,-0.11760370103652504
0.24662449887898813,-0.06722174064938194,-0.116127098389802
0.3147547200621044,-0.11691700734205313,0.16035736806901604
0.12034322644065207,-0.12433137424491171,-0.009523666757023298
0.04299111029665993,-0.05525298536021145,0.06692376287602929
0.026089692179490906,-0.039775777475797185,0.08462479698097483
0.04569467832079797,-0.022765934793210246,0.07039130022650242
0.0656240539234767,-0.03864533936917958,0.055470135244651136
0.1638926866725011,-0.0044780027858323385,0.06002974530273548
0.1409157989587455,-0.025303795918644907,0.05762540638782286
0.1480418583712303,-0.024217783093811944,0.06098467875465053
0.16281593830550567,-0.05618568825004701,0.12835167118114157
0.21577220318545684,0.009449143154490552,0.1430374921976027
0.19548606237017013,-0.06622232954730095,0.09464094317588265
0.19448012264694936,-0.034372292801142804,-0.04765098078071536
0.19650769990929942,-0.02544492103316269,-0.09457746436051453
0.20969578789415028,-0.05648900294380488,-0.03821483601764322
0.187326581296339,-0.03398127539188549,-0.04412978845478495
0.19892397921955113,-0.029659714358922243,-0.026791749126693395
0.20191291178741527,-0.036344494294448436,0.02382320028938302
0.14793301397625286,0.010319841182703154,-0.001957545898182339
0.10802930550814027,0.023509220149194515,0.006670607387409218
0.1408591763506925,-0.024952277153957366,-0.016616182162142987
0.15564211136201372,0.07142390944671734,-0.07767419570234274
0.0113175229067446,0.12763112793695203,0.031665627621539016
0.13015344565550577,0.19349989447915442,-0.03081644056899277
0.1648088383676454,0.13087319968026617,0.026088156521617348
0.16175519481140996,0.13330306294072564,0.024034446250781147
0.16757132890853105,0.12791954278684514,0.02754310630325371
0.1682327461459443,0.13032737033703223,0.03188806212796848
0.0860073435473137,0.05125248570656117,0.19228534505811762
0.013726231307128453,0.1207502775617039,0.05490343479653237
-0.03137849936982425,0.0625484457700879,0.10864294038958547
-0.00987823801899023,0.024663004612550245,0.022491684703469163
-0.03278606604059745,0.015068995034691961,0.04310009671340899
-0.06573983600635042,0.012685510387311935,0.002322739728885838
-0.057132846862837455,0.041513906589517785,-0.009437108644356158
-0.11917606059432859,-0.01180628016927578,-0.018600259302580094
-0.10662674772283064,-0.004182006443961075,-0.014790830303020794
-0.12345179192740355,-0.013068832202611583,-0.016003704099600842
-0.12230545889555469,-0.014549356971331596,-0.015508421533137869
-0.1218119997156524,-0.013024524101288206,-0.0189189557932493
-0.0870339981133492,-0.05497377065475445,-0.07666587712210035
-0.059453290833794206,-0.08548184270068214,-0.05541237473605134
-0.08971444305994215,-0.09775538767215469,-0.08571880598156163
-0.06018056392466847,-0.15394073527792654,-0.12446871604979871
-0.1722186363605938,0.07399515379489645,-0.17020962885787683
-0.049645727099942256,0.05881069712996083,-0.05927814494892546
0.011006282773247864,0.1581416371663576,-0.07724058573764168
-0.02613560837411416,0.08708655292682096,-0.1704177210709717
0.004576021922695794,0.07509951886103275,-0.20903537040665074
-0.015191780499471189,0.1464622553930926,-0.2250154681939928
-0.013906606754851267,0.12516206437325322,-0.20504900703842646
