Simulation,a,b,c,b/a,c/a,c/b,ellipticity,triaxiality,Iterations,Initial Particles,Remaining Particles,Max Radius,r_50,mass,Age Range,Snapshot,Redshift,Center of Mass,Rotation Matrix
m12c_res7100,0.9296379802659062,0.6742549568282162,0.2362422912450365,0.7252876615855968,0.2541228911252783,0.3503753125618108,0.7458771088747217,0.5066783043507875,30,582999,524090,11.519847285244047,4.942022872835578,3647970409.916545,"[1.4664183990653612e-05, 0.49998755158302366]",412,0.3986637,[-0.24714925 -0.61562757 -0.16997129],"[[ 0.19889182 -0.1418776   0.96969727]
 [ 0.84438493  0.52705174 -0.09607578]
 [-0.49744963  0.83790644  0.22462559]]"
