x,y,z
0.39028459391931525,0.2785807206806786,-0.06854633099710306
-0.3288391742098463,0.01040169869285685,0.10292788477663538
-0.3193103584621572,0.03015167826982628,0.09058481892067204
-0.32248844685514005,-0.006959831670551822,0.056886097329551105
-0.30884795862538367,0.021011972015908147,0.0011341692598645925
-0.3212949142201534,0.018730865836318375,0.019288887658884285
-0.20855107341260518,-0.07749329336563578,0.07567180244720276
-0.30479923624054195,-0.06504384866859406,0.10171322789037701
-0.3070700048530505,-0.062081103232353156,0.025538804453609593
-0.24944349984571118,-0.05248613082497252,0.02935515770616151
-0.20013743925282906,-0.0793759880461072,0.04302663050108502
-0.25065074875930177,-0.19495227469548013,0.01376789902087533
-0.2638944451643198,-0.14584103347896665,0.02574713079021579
-0.2623714697198445,-0.2255288584621984,0.20810130653774578
-0.2103846964006958,-0.2565936047104459,0.13021178265897182
-0.11892936457226275,-0.3850537713327746,0.1500429620067594
-0.21877461578204013,-0.2543029292090726,0.019380462828158862
-0.23031918104471652,-0.2609599854042479,0.11002652423337776
-0.218542511370928,-0.20654994642758318,0.06683876424656728
-0.07961973014039497,-0.21350491311742387,0.3432679320889909
-0.05777048958885505,-0.0678402917095399,0.273230300322214
0.04655123991113065,-0.10365160014835301,0.1797887886489207
-0.05596397992311652,-0.04677475372585804,0.2555317704596561
-0.06973828069053861,0.10853740085667415,0.16295277978981304
-0.06688282805512713,-0.3084205139065691,-0.21975761392277532
-0.06863334695596601,-0.31317021475423573,-0.21830190779434003
-0.1874021008697161,-0.3311137024505714,-0.032967172443178525
0.12497160946791422,-0.1374450576794306,0.1662699802464207
0.1254708822109275,-0.09423868477609085,0.17800073863112065
0.015788588953918936,0.025600875186260537,0.05477237549888319
0.03719326116238491,0.005010771804064241,0.06158697576796008
-0.08334475195843635,0.02677218904443459,-0.003029582251377779
-0.10689484813638014,0.018820685700364624,0.06303293799093754
-0.03637335858181418,-0.04507939281013908,0.08363931424980164
-0.02673816306047694,-0.08240933369272767,0.07586998869582846
0.02684642416491638,-0.11674806770309007,0.09192409260792005
0.0797806877604004,-0.004945449827895338,0.025916735916714513
0.10135658769476391,-0.06281438119374479,0.03264533362285539
0.050102068205561484,-0.10388043287800551,0.044046081768575183
0.07607822412988459,0.004140639405360691,-0.07733987420409477
0.014900036406647818,0.021510691430238534,-0.05364142409238448
0.023147877973959893,0.1029715415462229,-0.039064959679492466
0.01719419116104188,0.05238827298430272,-0.1079597407548911
-0.01336397391199406,-0.11203952612560275,-0.06082218266504177
-0.014747024195205636,-0.12731148339258197,-0.00799754865672599
0.04058226513900151,-0.1663775127819899,0.0253060471962349
0.03433959660525251,-0.2223856340539357,-0.041527890990140745
0.032232399008221224,-0.22975704341922015,-0.032574336924274104
0.024252790048566925,-0.21616242002110983,-0.03163106340012109
-0.1682321899580726,-0.09425179775086003,0.0009588809863269598
-0.08681638390049598,-0.2247601394910616,-0.028040359113440244
-0.14913594259005372,-0.22094323794554924,-0.1407142150402719
-0.06925438511816406,-0.22288762691716713,-0.02361689820104753
-0.07088194809658561,-0.22031469556389008,-0.019036646333132144
-0.28119347170609266,-0.06799569650641588,-0.12153870159914451
-0.25954168330194555,-0.11755152256712773,-0.0720875335628813
-0.24721811162384238,-0.1234615245313504,-0.022226667999104943
-0.19942522593162987,-0.08569778074552337,-0.031981165643304485
-0.2515492889791811,-0.04363742422616573,0.00548151676016842
-0.22882558449524704,-0.049305287747923976,-0.030125613077915656
-0.2650063713229219,-0.02315511220636557,-0.054373028180123205
-0.22833413594499818,0.018904697313685673,-0.0006295735487693715
-0.22817925889893687,-0.0017897148993573295,0.008875358580084411
-0.1978605238855018,-0.020616531133592065,0.00991233263441775
-0.17743364641531723,-0.0675641218973644,0.010476603939545637
-0.18305856514931806,-0.001334811218544894,-0.033400297806294284
-0.1774200567365599,-0.0013703326634940949,-0.030795960678785407
-0.04831571960341828,0.016547468388227377,-0.17509770651706139
-0.23503413232356826,0.003688654478903517,-0.19378571015746457
-0.28430814785768044,0.0729244392900783,-0.13026213487625038
-0.31176175237368586,0.031562228674985524,-0.004763274090936284
-0.3124999108588123,-0.046791597997672935,-0.04441468709169323
-0.30377216697126974,-0.04771451578400407,-0.03860539070405368
-0.30286159437890803,-0.03398216428703317,-0.02363772384544728
-0.06183451460951504,-0.1050565768579374,-0.31875639061354416
