Simulation,a,b,c,b/a,c/a,c/b,ellipticity,triaxiality,Iterations,Initial Particles,Remaining Particles,Max Radius,r_50,mass,Center of Mass,Rotation Matrix
m12w_res7100,0.9547106286135183,0.9232959013677506,0.6621878186172583,0.9670950272216098,0.6936005515921854,0.7171999980031402,0.30639944840781463,0.12473487919521065,11,1528387,1370995,9.023512179770533,3.7998317498728795,7680503241.281693,[ 0.01048071 -0.08223258 -0.01806891],"[[-0.20189613 -0.78034857 -0.59185646]
 [-0.66066592 -0.33759799  0.67048351]
 [-0.7230204   0.52638741 -0.44738998]]"
