Simulation,a,b,c,b/a,c/a,c/b,ellipticity,triaxiality,Iterations,Initial Particles,Remaining Particles,Max Radius,r_50,mass,Age Range,Snapshot,Redshift,Center of Mass,Rotation Matrix
m12f_res7100,0.12551734738647694,0.0822974268576853,0.07969029525806202,0.6556657591263908,0.6348946732652808,0.9683206182845581,0.3651053267347192,0.955091391478447,7,2536,2273,1.0184804191575527,0.41358506818567814,12959020.563016891,"[0.07077329851912673, 0.4910127475814594]",059,5.49484539,[ 4.26058744e-17 -2.06175246e-17  1.32355527e-18],"[[-9.99857314e-01  1.62424322e-02 -4.64060263e-03]
 [-1.62390037e-02 -9.99867838e-01 -7.75529729e-04]
 [ 4.65258581e-03  7.00060308e-04 -9.99988932e-01]]"
